OrderID,OrderDate,CustomerName,State,Product,Category,Quantity,Price,MarketingSource,SatisfactionScore
ORD-1166,2024-08-04,Delta Tech,FL,Wireless Charger,Accessories,1,268.85,Social Media,4
ORD-1167,2023-06-23,Epsilon Global,CA,Smartwatch,Wearables,7,356.45,Referral,5
ORD-1168,2024-02-25,Theta Digital,IL,Noise-Cancelling Earbuds,Accessories,9,465.5,Referral,5
ORD-1169,2024-12-28,Kappa Logistics,TX,AI Voice Assistant,Smart Home,4,206.5,Google Ads,4
ORD-1170,2024-10-02,Theta Digital,TX,AR Glasses,Wearables,1,151.1,Organic Search,3
ORD-1171,2024-07-09,Alpha Corp,TX,Robotic Vacuum,Smart Home,8,315.54,Referral,3
ORD-1172,2024-12-05,Omega Holdings,PA,Fitness Tracker,Wearables,6,273.58,Organic Search,4
ORD-1173,2024-12-12,Alpha Corp,TX,Smart Thermostat,Smart Home,7,440.74,Organic Search,3
ORD-1174,2023-10-13,Iota Innovations,OH,Portable Power Bank,Accessories,2,40.8,Social Media,5
ORD-1175,2024-03-18,Kappa Logistics,OH,Noise-Cancelling Earbuds,Accessories,9,291.96,Social Media,4
ORD-1176,2024-05-05,Iota Innovations,FL,AI Voice Assistant,Smart Home,5,99.04,Google Ads,5
ORD-1177,2024-02-01,Delta Tech,GA,Fitness Tracker,Wearables,5,202.32,Referral,5
ORD-1178,2024-08-19,Gamma Solutions,PA,Smartwatch,Wearables,6,211.33,Google Ads,5
ORD-1179,2023-09-11,Zeta Services,IL,Smartwatch,Wearables,4,148.17,Referral,5
ORD-1180,2023-01-22,Delta Tech,CA,Smartwatch,Wearables,9,190.52,Organic Search,3
ORD-1181,2024-08-23,Theta Digital,NY,Portable Power Bank,Accessories,2,230.13,Email Campaign,5
ORD-1182,2024-09-24,Theta Digital,OH,Portable Power Bank,Accessories,3,151.09,Social Media,5
ORD-1183,2023-01-04,Theta Digital,PA,Portable Power Bank,Accessories,9,194.42,Email Campaign,5
ORD-1184,2023-03-10,Alpha Corp,IL,AR Glasses,Wearables,6,158.42,Email Campaign,4
ORD-1185,2023-12-28,Theta Digital,NY,Smart Thermostat,Smart Home,5,418.61,Email Campaign,3
ORD-1186,2024-11-08,Beta Industries,GA,Portable Power Bank,Accessories,1,276.04,Email Campaign,5
ORD-1187,2023-10-24,Iota Innovations,TX,Portable Power Bank,Accessories,3,230.46,Organic Search,3
ORD-1188,2023-05-16,Beta Industries,PA,Noise-Cancelling Earbuds,Accessories,5,361.48,Email Campaign,4
ORD-1189,2023-09-05,Beta Industries,OH,Fitness Tracker,Wearables,3,342.41,Email Campaign,3
ORD-1190,2024-09-11,Omega Holdings,PA,Fitness Tracker,Wearables,9,251.1,Organic Search,3
ORD-1191,2024-08-25,Beta Industries,NY,AR Glasses,Wearables,8,379.2,Referral,4
ORD-1192,2023-12-07,Gamma Solutions,FL,Wireless Charger,Accessories,1,424.17,Organic Search,3
ORD-1193,2024-07-04,Gamma Solutions,NY,Smart Thermostat,Smart Home,3,317.47,Organic Search,5
ORD-1194,2024-03-22,Beta Industries,CA,AI Voice Assistant,Smart Home,9,327.63,Referral,5
ORD-1195,2023-12-04,Beta Industries,PA,Robotic Vacuum,Smart Home,8,217.13,Referral,4
ORD-1196,2024-11-09,Kappa Logistics,PA,Smartwatch,Wearables,1,248.69,Social Media,5
ORD-1197,2023-01-14,Zeta Services,IL,AI Voice Assistant,Smart Home,3,161.34,Google Ads,4
ORD-1198,2024-11-09,Delta Tech,GA,Noise-Cancelling Earbuds,Accessories,3,446.11,Referral,3
ORD-1199,2024-01-12,Theta Digital,TX,Portable Power Bank,Accessories,4,301.44,Email Campaign,3
ORD-1200,2023-04-05,Beta Industries,TX,Smart Thermostat,Smart Home,4,366.51,Social Media,5
ORD-1201,2024-11-18,Iota Innovations,FL,Portable Power Bank,Accessories,8,55.4,Email Campaign,5
ORD-1202,2024-05-04,Omega Holdings,IL,Fitness Tracker,Wearables,1,46.7,Organic Search,5
ORD-1203,2023-05-16,Epsilon Global,OH,Fitness Tracker,Wearables,6,451.92,Organic Search,4
ORD-1204,2024-07-31,Iota Innovations,OH,Noise-Cancelling Earbuds,Accessories,6,266.62,Email Campaign,4
ORD-1205,2023-06-29,Zeta Services,GA,Fitness Tracker,Wearables,1,387.77,Google Ads,4
ORD-1206,2024-09-10,Omega Holdings,GA,AR Glasses,Wearables,3,201.54,Email Campaign,5
ORD-1207,2023-08-26,Omega Holdings,PA,AI Voice Assistant,Smart Home,3,343.56,Social Media,4
ORD-1208,2023-07-09,Kappa Logistics,IL,Noise-Cancelling Earbuds,Accessories,5,76.24,Google Ads,5
ORD-1209,2023-08-14,Delta Tech,FL,Robotic Vacuum,Smart Home,6,279.75,Referral,5
ORD-1210,2023-09-05,Zeta Services,FL,Noise-Cancelling Earbuds,Accessories,5,54.84,Email Campaign,4
ORD-1211,2024-03-13,Gamma Solutions,OH,Robotic Vacuum,Smart Home,4,80.7,Google Ads,5
ORD-1212,2024-08-18,Epsilon Global,FL,Robotic Vacuum,Smart Home,2,211.96,Referral,4
ORD-1213,2024-08-13,Kappa Logistics,NY,Smart Thermostat,Smart Home,4,313.88,Email Campaign,4
ORD-1214,2023-07-24,Zeta Services,PA,Fitness Tracker,Wearables,9,129.02,Social Media,3
ORD-1215,2024-09-06,Iota Innovations,TX,Smartwatch,Wearables,1,154.35,Google Ads,4
ORD-1216,2023-03-14,Beta Industries,FL,AI Voice Assistant,Smart Home,9,368.44,Email Campaign,5
ORD-1217,2024-08-01,Iota Innovations,TX,AI Voice Assistant,Smart Home,2,420.33,Referral,3
ORD-1218,2024-08-15,Epsilon Global,NY,Portable Power Bank,Accessories,9,120.54,Referral,3
ORD-1219,2024-12-08,Epsilon Global,TX,Noise-Cancelling Earbuds,Accessories,2,83.68,Social Media,4
ORD-1220,2023-02-10,Kappa Logistics,GA,Robotic Vacuum,Smart Home,4,321.77,Google Ads,3
ORD-1221,2023-08-20,Beta Industries,TX,Fitness Tracker,Wearables,8,110.55,Social Media,5
ORD-1222,2024-01-23,Delta Tech,PA,Robotic Vacuum,Smart Home,8,474.99,Organic Search,4
ORD-1223,2024-01-09,Gamma Solutions,TX,AR Glasses,Wearables,3,439.67,Email Campaign,3
ORD-1224,2023-08-31,Omega Holdings,GA,Fitness Tracker,Wearables,7,37.64,Referral,5
ORD-1225,2024-11-08,Omega Holdings,GA,Fitness Tracker,Wearables,2,280.65,Google Ads,5
ORD-1226,2024-07-05,Beta Industries,PA,Smart Thermostat,Smart Home,6,226.28,Organic Search,5
ORD-1227,2024-04-27,Beta Industries,CA,Noise-Cancelling Earbuds,Accessories,3,49.57,Email Campaign,3
ORD-1228,2024-10-17,Epsilon Global,PA,AI Voice Assistant,Smart Home,7,34.04,Email Campaign,5
ORD-1229,2023-05-13,Alpha Corp,IL,AR Glasses,Wearables,7,128.46,Social Media,3
ORD-1230,2024-01-18,Alpha Corp,NY,Wireless Charger,Accessories,3,71.01,Social Media,4
ORD-1231,2024-08-29,Iota Innovations,GA,Robotic Vacuum,Smart Home,8,244.18,Organic Search,4
ORD-1232,2023-09-16,Gamma Solutions,GA,Portable Power Bank,Accessories,9,458.13,Google Ads,4
ORD-1233,2024-04-08,Omega Holdings,NY,Portable Power Bank,Accessories,4,381.64,Email Campaign,3
ORD-1234,2023-10-09,Delta Tech,NY,Wireless Charger,Accessories,2,424.87,Email Campaign,3
ORD-1235,2024-10-19,Gamma Solutions,FL,Fitness Tracker,Wearables,2,328.51,Referral,3
ORD-1236,2023-08-13,Beta Industries,NY,Wireless Charger,Accessories,8,78.95,Social Media,4
ORD-1237,2023-12-14,Kappa Logistics,FL,Robotic Vacuum,Smart Home,3,100.79,Organic Search,3
ORD-1238,2024-05-20,Gamma Solutions,IL,Robotic Vacuum,Smart Home,2,305.78,Google Ads,5
ORD-1239,2023-06-23,Beta Industries,GA,Fitness Tracker,Wearables,3,306.27,Referral,3
ORD-1240,2023-10-15,Zeta Services,TX,Smart Thermostat,Smart Home,3,37.31,Email Campaign,3
ORD-1241,2023-11-15,Omega Holdings,CA,Smart Thermostat,Smart Home,3,219.32,Referral,5
ORD-1242,2024-12-12,Theta Digital,NY,Robotic Vacuum,Smart Home,4,74.42,Social Media,3
ORD-1243,2023-06-26,Iota Innovations,FL,Wireless Charger,Accessories,8,191.33,Email Campaign,4
ORD-1244,2023-12-21,Beta Industries,OH,Noise-Cancelling Earbuds,Accessories,1,202.9,Referral,3
ORD-1245,2023-10-26,Omega Holdings,OH,Smart Thermostat,Smart Home,5,246.41,Social Media,4
ORD-1246,2023-07-18,Theta Digital,FL,AR Glasses,Wearables,6,57.73,Google Ads,3
ORD-1247,2024-07-14,Zeta Services,CA,Noise-Cancelling Earbuds,Accessories,8,135.24,Google Ads,3
ORD-1248,2023-11-25,Theta Digital,OH,Portable Power Bank,Accessories,2,355.04,Google Ads,4
ORD-1249,2024-10-19,Theta Digital,CA,Smartwatch,Wearables,4,426.58,Google Ads,4
ORD-1250,2023-08-11,Kappa Logistics,OH,Robotic Vacuum,Smart Home,3,260.78,Organic Search,4
ORD-1251,2024-12-30,Iota Innovations,OH,Fitness Tracker,Wearables,6,410.19,Google Ads,5
ORD-1252,2024-09-29,Alpha Corp,TX,Wireless Charger,Accessories,7,328.13,Social Media,5
ORD-1253,2024-06-12,Delta Tech,FL,AR Glasses,Wearables,3,114.9,Organic Search,4
ORD-1254,2023-08-06,Alpha Corp,FL,Wireless Charger,Accessories,7,168.64,Referral,4
ORD-1255,2023-02-11,Omega Holdings,NY,Fitness Tracker,Wearables,5,357.18,Google Ads,4
ORD-1256,2023-03-16,Kappa Logistics,FL,Fitness Tracker,Wearables,9,464.64,Referral,4
ORD-1257,2023-04-20,Iota Innovations,IL,Robotic Vacuum,Smart Home,5,407.58,Google Ads,4
ORD-1258,2024-07-13,Kappa Logistics,IL,AI Voice Assistant,Smart Home,5,414.31,Email Campaign,5
ORD-1259,2023-11-17,Theta Digital,IL,Robotic Vacuum,Smart Home,2,336.43,Referral,3
ORD-1260,2023-10-19,Gamma Solutions,GA,Robotic Vacuum,Smart Home,6,117.98,Email Campaign,3
ORD-1261,2023-05-10,Iota Innovations,OH,Noise-Cancelling Earbuds,Accessories,3,169.53,Organic Search,3
ORD-1262,2023-08-10,Beta Industries,FL,Wireless Charger,Accessories,4,426.75,Email Campaign,4
ORD-1263,2024-11-15,Kappa Logistics,GA,Smartwatch,Wearables,1,493.34,Organic Search,5
ORD-1264,2023-07-15,Omega Holdings,TX,Noise-Cancelling Earbuds,Accessories,8,326.32,Social Media,3
ORD-1265,2024-06-26,Epsilon Global,CA,Robotic Vacuum,Smart Home,6,401.99,Email Campaign,3
ORD-1266,2023-10-15,Delta Tech,NY,AI Voice Assistant,Smart Home,6,65.66,Google Ads,5
ORD-1267,2024-05-22,Kappa Logistics,FL,Noise-Cancelling Earbuds,Accessories,2,125.24,Referral,3
ORD-1268,2024-10-08,Omega Holdings,IL,Noise-Cancelling Earbuds,Accessories,5,378.15,Organic Search,3
ORD-1269,2024-01-03,Theta Digital,NY,AR Glasses,Wearables,5,431.87,Social Media,4
ORD-1270,2024-01-02,Alpha Corp,TX,Portable Power Bank,Accessories,8,355.59,Email Campaign,3
ORD-1271,2024-10-31,Kappa Logistics,CA,Wireless Charger,Accessories,5,165.25,Referral,4
ORD-1272,2024-12-06,Theta Digital,TX,Robotic Vacuum,Smart Home,4,447.71,Social Media,5
ORD-1273,2024-08-21,Iota Innovations,PA,AI Voice Assistant,Smart Home,2,329.68,Google Ads,3
ORD-1274,2024-05-13,Omega Holdings,FL,AR Glasses,Wearables,4,259.48,Organic Search,5
ORD-1275,2024-08-31,Theta Digital,NY,Portable Power Bank,Accessories,7,416.56,Email Campaign,4
ORD-1276,2023-02-12,Kappa Logistics,GA,Fitness Tracker,Wearables,3,165.62,Organic Search,3
ORD-1277,2023-10-12,Delta Tech,IL,Smartwatch,Wearables,4,475.05,Social Media,3
ORD-1278,2024-07-05,Delta Tech,PA,Portable Power Bank,Accessories,4,262.92,Referral,5
ORD-1279,2023-02-10,Beta Industries,GA,Robotic Vacuum,Smart Home,3,80.72,Email Campaign,4
ORD-1280,2023-10-13,Epsilon Global,NY,Portable Power Bank,Accessories,1,116.42,Social Media,3
ORD-1281,2023-06-08,Iota Innovations,IL,Smartwatch,Wearables,2,197.83,Social Media,5
ORD-1282,2024-08-14,Beta Industries,FL,Portable Power Bank,Accessories,7,381.63,Referral,3
ORD-1283,2023-12-22,Alpha Corp,GA,Smartwatch,Wearables,3,83.24,Referral,4
ORD-1284,2024-09-15,Zeta Services,NY,Portable Power Bank,Accessories,2,316.93,Email Campaign,3
ORD-1285,2024-01-23,Delta Tech,OH,Fitness Tracker,Wearables,8,311.05,Referral,3
ORD-1286,2024-05-31,Zeta Services,OH,AI Voice Assistant,Smart Home,2,200.87,Organic Search,5
ORD-1287,2023-07-09,Alpha Corp,PA,Portable Power Bank,Accessories,1,482.09,Organic Search,5
ORD-1288,2023-06-13,Epsilon Global,IL,AI Voice Assistant,Smart Home,6,183.45,Referral,3
ORD-1289,2024-01-17,Alpha Corp,OH,Smart Thermostat,Smart Home,9,483.97,Referral,5
ORD-1290,2023-02-16,Zeta Services,GA,Fitness Tracker,Wearables,7,228.37,Google Ads,5
ORD-1291,2023-01-30,Gamma Solutions,GA,Robotic Vacuum,Smart Home,5,406.91,Email Campaign,4
ORD-1292,2023-05-18,Kappa Logistics,TX,AI Voice Assistant,Smart Home,5,353.99,Referral,5
ORD-1293,2024-05-31,Delta Tech,GA,Smartwatch,Wearables,2,395.03,Referral,4
ORD-1294,2023-03-15,Zeta Services,GA,Robotic Vacuum,Smart Home,1,335.92,Google Ads,3
ORD-1295,2023-12-14,Beta Industries,FL,AI Voice Assistant,Smart Home,5,177.1,Referral,4
ORD-1296,2023-09-27,Epsilon Global,FL,Smartwatch,Wearables,5,255.88,Referral,4
ORD-1297,2023-03-07,Iota Innovations,PA,Portable Power Bank,Accessories,8,145.79,Email Campaign,3
ORD-1298,2024-05-15,Alpha Corp,CA,AR Glasses,Wearables,1,205.08,Social Media,3
ORD-1299,2024-06-05,Beta Industries,NY,Fitness Tracker,Wearables,7,449.76,Google Ads,5
ORD-1300,2024-06-20,Kappa Logistics,NY,Portable Power Bank,Accessories,2,286.28,Email Campaign,5
ORD-1301,2024-10-22,Theta Digital,CA,Noise-Cancelling Earbuds,Accessories,3,179.92,Google Ads,4
ORD-1302,2024-05-25,Iota Innovations,TX,AR Glasses,Wearables,9,342.35,Referral,4
ORD-1303,2023-08-15,Delta Tech,FL,Noise-Cancelling Earbuds,Accessories,3,82.32,Organic Search,5
ORD-1304,2024-10-26,Delta Tech,NY,Smartwatch,Wearables,7,404.51,Organic Search,3
ORD-1305,2024-10-02,Kappa Logistics,OH,Noise-Cancelling Earbuds,Accessories,3,80.01,Email Campaign,3
ORD-1306,2024-04-29,Gamma Solutions,CA,Robotic Vacuum,Smart Home,5,425.12,Email Campaign,3
ORD-1307,2023-05-07,Theta Digital,NY,Smart Thermostat,Smart Home,1,135.82,Organic Search,3
ORD-1308,2024-11-15,Gamma Solutions,OH,Fitness Tracker,Wearables,7,455.83,Organic Search,4
ORD-1309,2023-09-10,Epsilon Global,GA,AR Glasses,Wearables,9,341.47,Google Ads,5
ORD-1310,2023-04-09,Gamma Solutions,OH,Noise-Cancelling Earbuds,Accessories,2,288.16,Email Campaign,5
ORD-1311,2024-10-01,Epsilon Global,NY,Smartwatch,Wearables,1,166.21,Referral,4
ORD-1312,2024-05-14,Delta Tech,TX,Fitness Tracker,Wearables,2,330.38,Email Campaign,3
ORD-1313,2024-12-17,Theta Digital,FL,Fitness Tracker,Wearables,1,394.19,Referral,5
ORD-1314,2024-11-15,Gamma Solutions,GA,Noise-Cancelling Earbuds,Accessories,5,302.21,Social Media,3
ORD-1315,2024-08-25,Kappa Logistics,PA,Fitness Tracker,Wearables,8,400.86,Google Ads,4
ORD-1316,2023-10-12,Iota Innovations,GA,Portable Power Bank,Accessories,2,351.65,Social Media,5
ORD-1317,2024-07-06,Epsilon Global,FL,Wireless Charger,Accessories,8,66.86,Organic Search,4
ORD-1318,2024-07-14,Beta Industries,TX,Fitness Tracker,Wearables,3,215.03,Organic Search,5
ORD-1319,2024-11-06,Kappa Logistics,PA,Robotic Vacuum,Smart Home,6,157.54,Organic Search,5
ORD-1320,2024-12-03,Delta Tech,GA,AR Glasses,Wearables,6,437.07,Organic Search,4
ORD-1321,2023-01-07,Epsilon Global,NY,Wireless Charger,Accessories,4,462.55,Google Ads,4
ORD-1322,2023-03-27,Alpha Corp,FL,Smartwatch,Wearables,2,473.71,Email Campaign,4
ORD-1323,2024-11-16,Beta Industries,TX,Noise-Cancelling Earbuds,Accessories,1,308.95,Google Ads,4
ORD-1324,2024-11-02,Theta Digital,NY,Robotic Vacuum,Smart Home,4,413.27,Referral,5
ORD-1325,2023-09-06,Iota Innovations,PA,Fitness Tracker,Wearables,9,259.46,Google Ads,4
ORD-1326,2023-05-04,Epsilon Global,NY,Fitness Tracker,Wearables,4,87.29,Email Campaign,4
ORD-1327,2024-09-01,Kappa Logistics,TX,AI Voice Assistant,Smart Home,9,317.98,Email Campaign,3
ORD-1328,2023-08-05,Kappa Logistics,CA,AI Voice Assistant,Smart Home,9,56.78,Email Campaign,3
ORD-1329,2023-12-23,Alpha Corp,GA,Robotic Vacuum,Smart Home,9,33.05,Google Ads,3
ORD-1330,2023-05-05,Omega Holdings,GA,AR Glasses,Wearables,2,460.99,Referral,4
ORD-1331,2024-11-04,Theta Digital,OH,AR Glasses,Wearables,5,159.34,Social Media,4
