OrderID,OrderDate,CustomerName,State,Product,Category,Quantity,Price,MarketingSource,SatisfactionScore
ORD-1332,2023-07-29,Kappa Logistics,FL,Smartwatch,Wearables,4,459.27,Google Ads,3
ORD-1333,2023-11-14,Iota Innovations,IL,Smart Thermostat,Smart Home,5,50.66,Organic Search,3
ORD-1334,2024-11-06,Zeta Services,GA,Robotic Vacuum,Smart Home,9,113.08,Email Campaign,3
ORD-1335,2024-02-05,Epsilon Global,NY,Portable Power Bank,Accessories,5,108.26,Google Ads,3
ORD-1336,2023-04-05,Gamma Solutions,FL,Fitness Tracker,Wearables,5,114.89,Referral,3
ORD-1337,2023-03-24,Kappa Logistics,CA,Noise-Cancelling Earbuds,Accessories,7,476.28,Organic Search,4
ORD-1338,2024-03-26,Epsilon Global,TX,Noise-Cancelling Earbuds,Accessories,2,398.36,Social Media,5
ORD-1339,2023-05-03,Beta Industries,GA,Wireless Charger,Accessories,9,41.78,Organic Search,5
ORD-1340,2024-11-29,Epsilon Global,IL,Smart Thermostat,Smart Home,9,160.6,Referral,3
ORD-1341,2023-06-12,Zeta Services,IL,Fitness Tracker,Wearables,2,126.56,Social Media,3
ORD-1342,2024-03-27,Theta Digital,CA,AI Voice Assistant,Smart Home,2,405.61,Organic Search,4
ORD-1343,2023-09-23,Iota Innovations,FL,Portable Power Bank,Accessories,9,496.53,Referral,3
ORD-1344,2024-09-17,Beta Industries,CA,AR Glasses,Wearables,1,375.51,Google Ads,4
ORD-1345,2024-10-18,Kappa Logistics,OH,Smart Thermostat,Smart Home,8,110.86,Referral,5
ORD-1346,2023-09-14,Iota Innovations,GA,Fitness Tracker,Wearables,6,250.17,Google Ads,3
ORD-1347,2024-09-07,Epsilon Global,OH,AI Voice Assistant,Smart Home,2,294.42,Social Media,5
ORD-1348,2023-11-09,Zeta Services,GA,Portable Power Bank,Accessories,3,336.18,Google Ads,4
ORD-1349,2024-02-22,Delta Tech,GA,Portable Power Bank,Accessories,1,373.05,Referral,5
ORD-1350,2024-04-12,Alpha Corp,CA,Wireless Charger,Accessories,2,132.18,Google Ads,4
ORD-1351,2024-12-09,Beta Industries,CA,Smart Thermostat,Smart Home,6,399.31,Referral,5
ORD-1352,2024-02-12,Gamma Solutions,FL,Wireless Charger,Accessories,6,334.56,Email Campaign,5
ORD-1353,2023-05-07,Epsilon Global,FL,AI Voice Assistant,Smart Home,5,397.39,Organic Search,3
ORD-1354,2024-02-12,Omega Holdings,NY,Wireless Charger,Accessories,3,164.31,Organic Search,4
ORD-1355,2023-10-18,Theta Digital,FL,Fitness Tracker,Wearables,2,64.45,Referral,3
ORD-1356,2023-03-11,Epsilon Global,NY,Smartwatch,Wearables,1,401.96,Referral,4
ORD-1357,2023-08-28,Zeta Services,NY,Fitness Tracker,Wearables,6,214.46,Social Media,5
ORD-1358,2024-12-27,Alpha Corp,FL,Fitness Tracker,Wearables,3,271.09,Social Media,4
ORD-1359,2024-04-02,Kappa Logistics,OH,Wireless Charger,Accessories,8,343.14,Referral,5
ORD-1360,2024-11-06,Alpha Corp,GA,Robotic Vacuum,Smart Home,5,340.29,Social Media,4
ORD-1361,2024-03-18,Zeta Services,OH,Noise-Cancelling Earbuds,Accessories,5,214.85,Google Ads,3
ORD-1362,2023-10-15,Theta Digital,NY,Robotic Vacuum,Smart Home,3,401.79,Google Ads,5
ORD-1363,2023-12-18,Iota Innovations,FL,Robotic Vacuum,Smart Home,6,191.01,Social Media,4
ORD-1364,2024-04-13,Gamma Solutions,NY,AI Voice Assistant,Smart Home,5,478.73,Social Media,4
ORD-1365,2023-08-22,Iota Innovations,GA,Fitness Tracker,Wearables,5,100.39,Email Campaign,4
ORD-1366,2023-07-30,Gamma Solutions,CA,AR Glasses,Wearables,5,144.5,Email Campaign,4
ORD-1367,2023-12-26,Gamma Solutions,IL,Fitness Tracker,Wearables,8,92.53,Google Ads,5
ORD-1368,2023-03-14,Zeta Services,TX,AI Voice Assistant,Smart Home,6,65.49,Social Media,5
ORD-1369,2023-07-12,Iota Innovations,CA,Wireless Charger,Accessories,9,318.36,Social Media,3
ORD-1370,2024-02-01,Zeta Services,IL,AR Glasses,Wearables,7,134.02,Organic Search,4
ORD-1371,2024-04-18,Alpha Corp,OH,Portable Power Bank,Accessories,6,147.42,Social Media,3
ORD-1372,2024-06-07,Zeta Services,IL,AI Voice Assistant,Smart Home,9,308.52,Organic Search,5
ORD-1373,2024-10-28,Epsilon Global,NY,Smartwatch,Wearables,2,143.69,Email Campaign,4
ORD-1374,2024-04-13,Alpha Corp,TX,Wireless Charger,Accessories,2,341.01,Referral,3
ORD-1375,2023-02-16,Beta Industries,PA,AI Voice Assistant,Smart Home,7,107.27,Email Campaign,5
ORD-1376,2023-02-22,Gamma Solutions,PA,Wireless Charger,Accessories,2,488.31,Referral,4
ORD-1377,2023-04-14,Beta Industries,NY,Fitness Tracker,Wearables,3,289.39,Referral,5
ORD-1378,2024-09-26,Iota Innovations,OH,Noise-Cancelling Earbuds,Accessories,7,226.66,Email Campaign,4
ORD-1379,2023-07-19,Gamma Solutions,OH,Robotic Vacuum,Smart Home,4,319.86,Organic Search,4
ORD-1380,2024-05-12,Zeta Services,NY,AR Glasses,Wearables,6,212.2,Referral,4
ORD-1381,2023-02-24,Kappa Logistics,OH,AR Glasses,Wearables,3,295.05,Google Ads,4
ORD-1382,2023-12-12,Delta Tech,FL,Smartwatch,Wearables,5,174.94,Social Media,5
ORD-1383,2023-12-15,Epsilon Global,PA,AI Voice Assistant,Smart Home,4,163.82,Social Media,3
ORD-1384,2023-10-23,Theta Digital,TX,Noise-Cancelling Earbuds,Accessories,6,386.47,Google Ads,4
ORD-1385,2024-08-01,Omega Holdings,PA,Smartwatch,Wearables,4,420.6,Email Campaign,3
ORD-1386,2024-12-12,Gamma Solutions,OH,Wireless Charger,Accessories,1,199.02,Google Ads,3
ORD-1387,2024-10-16,Beta Industries,IL,Portable Power Bank,Accessories,7,486.41,Referral,5
ORD-1388,2023-08-25,Gamma Solutions,PA,AI Voice Assistant,Smart Home,7,318.61,Referral,5
ORD-1389,2024-03-13,Alpha Corp,NY,AI Voice Assistant,Smart Home,4,282.93,Email Campaign,4
ORD-1390,2024-12-09,Theta Digital,GA,Robotic Vacuum,Smart Home,9,232.98,Google Ads,5
ORD-1391,2023-06-02,Iota Innovations,IL,Smartwatch,Wearables,9,309.19,Referral,5
ORD-1392,2023-12-04,Epsilon Global,CA,AR Glasses,Wearables,7,65.36,Social Media,5
ORD-1393,2023-10-04,Beta Industries,IL,Wireless Charger,Accessories,1,94.67,Email Campaign,5
ORD-1394,2024-06-11,Omega Holdings,IL,Fitness Tracker,Wearables,1,91.37,Organic Search,3
ORD-1395,2024-05-16,Epsilon Global,IL,Noise-Cancelling Earbuds,Accessories,8,126.63,Social Media,3
ORD-1396,2024-08-15,Beta Industries,CA,Noise-Cancelling Earbuds,Accessories,1,235.6,Google Ads,3
ORD-1397,2023-06-21,Beta Industries,GA,Smart Thermostat,Smart Home,5,298.14,Social Media,4
ORD-1398,2024-06-21,Delta Tech,PA,Smartwatch,Wearables,7,202.57,Email Campaign,3
ORD-1399,2024-08-09,Iota Innovations,FL,AI Voice Assistant,Smart Home,7,448.24,Referral,5
ORD-1400,2023-12-03,Delta Tech,NY,Smart Thermostat,Smart Home,9,186.73,Organic Search,3
ORD-1401,2023-03-17,Beta Industries,OH,Wireless Charger,Accessories,8,148.94,Organic Search,3
ORD-1402,2023-04-12,Alpha Corp,TX,Fitness Tracker,Wearables,5,76.33,Social Media,5
ORD-1403,2023-06-07,Omega Holdings,FL,Fitness Tracker,Wearables,9,50.1,Organic Search,4
ORD-1404,2023-10-01,Theta Digital,OH,Wireless Charger,Accessories,6,186.21,Google Ads,3
ORD-1405,2023-10-29,Iota Innovations,OH,Portable Power Bank,Accessories,9,138.77,Google Ads,3
ORD-1406,2023-10-06,Alpha Corp,FL,Fitness Tracker,Wearables,8,399.14,Email Campaign,4
ORD-1407,2023-07-31,Zeta Services,FL,Wireless Charger,Accessories,6,164.88,Social Media,4
ORD-1408,2024-02-06,Delta Tech,GA,AR Glasses,Wearables,7,210.04,Social Media,3
ORD-1409,2024-09-22,Alpha Corp,OH,Smartwatch,Wearables,1,373.73,Google Ads,3
ORD-1410,2024-05-02,Delta Tech,OH,Smart Thermostat,Smart Home,5,211.19,Google Ads,3
ORD-1411,2024-10-21,Zeta Services,IL,Robotic Vacuum,Smart Home,9,135.68,Referral,5
ORD-1412,2024-06-18,Gamma Solutions,CA,Fitness Tracker,Wearables,2,103.95,Social Media,4
ORD-1413,2024-05-27,Iota Innovations,FL,Smartwatch,Wearables,3,35.8,Email Campaign,3
ORD-1414,2023-09-10,Omega Holdings,GA,Robotic Vacuum,Smart Home,1,106.64,Social Media,4
ORD-1415,2024-02-26,Delta Tech,TX,Smartwatch,Wearables,1,117.94,Social Media,4
ORD-1416,2023-08-12,Zeta Services,GA,Noise-Cancelling Earbuds,Accessories,1,363.17,Organic Search,5
ORD-1417,2023-09-23,Omega Holdings,TX,AR Glasses,Wearables,6,53.21,Referral,4
ORD-1418,2023-01-30,Gamma Solutions,NY,Portable Power Bank,Accessories,3,63.93,Organic Search,5
ORD-1419,2024-11-02,Alpha Corp,OH,Robotic Vacuum,Smart Home,5,140.55,Referral,4
ORD-1420,2023-11-11,Alpha Corp,OH,AI Voice Assistant,Smart Home,4,446.06,Referral,4
ORD-1421,2023-01-29,Epsilon Global,OH,Wireless Charger,Accessories,8,313.44,Referral,5
ORD-1422,2024-11-28,Theta Digital,IL,Fitness Tracker,Wearables,3,364.39,Referral,4
ORD-1423,2023-10-16,Zeta Services,IL,Fitness Tracker,Wearables,9,162.54,Referral,5
ORD-1424,2024-08-18,Theta Digital,IL,AI Voice Assistant,Smart Home,4,247.71,Email Campaign,4
ORD-1425,2024-11-12,Epsilon Global,NY,Wireless Charger,Accessories,6,35.96,Referral,5
ORD-1426,2024-02-16,Gamma Solutions,CA,Smartwatch,Wearables,2,139.97,Referral,3
ORD-1427,2024-12-09,Zeta Services,IL,Smartwatch,Wearables,9,385.12,Referral,5
ORD-1428,2023-07-17,Beta Industries,FL,Robotic Vacuum,Smart Home,5,213.2,Google Ads,3
ORD-1429,2023-11-10,Theta Digital,IL,Smartwatch,Wearables,9,303.98,Google Ads,5
ORD-1430,2024-09-11,Beta Industries,IL,Portable Power Bank,Accessories,8,266.75,Email Campaign,3
ORD-1431,2024-05-13,Kappa Logistics,OH,Wireless Charger,Accessories,4,364.32,Social Media,5
ORD-1432,2024-09-29,Epsilon Global,GA,AR Glasses,Wearables,5,201.44,Email Campaign,4
ORD-1433,2023-09-26,Beta Industries,OH,Smartwatch,Wearables,3,227.68,Google Ads,3
ORD-1434,2023-11-15,Iota Innovations,NY,Smartwatch,Wearables,2,429.28,Email Campaign,4
ORD-1435,2024-06-13,Beta Industries,CA,Wireless Charger,Accessories,5,375.47,Google Ads,5
ORD-1436,2023-11-29,Theta Digital,OH,AI Voice Assistant,Smart Home,5,157.17,Social Media,5
ORD-1437,2024-04-24,Zeta Services,IL,AR Glasses,Wearables,1,382.84,Referral,3
ORD-1438,2023-05-31,Delta Tech,FL,Smart Thermostat,Smart Home,2,195.41,Social Media,3
ORD-1439,2024-07-16,Omega Holdings,PA,Smart Thermostat,Smart Home,4,319.2,Google Ads,3
ORD-1440,2024-07-20,Delta Tech,TX,AR Glasses,Wearables,7,478.76,Organic Search,3
ORD-1441,2024-04-06,Kappa Logistics,NY,Fitness Tracker,Wearables,4,146.87,Referral,5
ORD-1442,2023-11-30,Omega Holdings,CA,AI Voice Assistant,Smart Home,1,321.13,Social Media,5
ORD-1443,2023-05-23,Zeta Services,FL,Robotic Vacuum,Smart Home,3,273.5,Google Ads,4
ORD-1444,2023-07-05,Theta Digital,TX,Fitness Tracker,Wearables,6,372.93,Google Ads,3
ORD-1445,2024-12-10,Zeta Services,OH,Noise-Cancelling Earbuds,Accessories,7,40.09,Referral,5
ORD-1446,2023-06-24,Kappa Logistics,TX,Robotic Vacuum,Smart Home,4,274.62,Referral,5
ORD-1447,2023-09-02,Epsilon Global,TX,Noise-Cancelling Earbuds,Accessories,3,418.46,Referral,4
ORD-1448,2023-12-14,Epsilon Global,GA,Portable Power Bank,Accessories,5,188.29,Referral,3
ORD-1449,2023-09-18,Alpha Corp,IL,Fitness Tracker,Wearables,6,167.63,Social Media,5
ORD-1450,2023-12-18,Delta Tech,NY,Noise-Cancelling Earbuds,Accessories,3,452.74,Organic Search,5
ORD-1451,2023-01-12,Alpha Corp,IL,Robotic Vacuum,Smart Home,4,227.04,Referral,4
ORD-1452,2024-08-13,Alpha Corp,FL,Robotic Vacuum,Smart Home,9,256.74,Google Ads,3
ORD-1453,2024-03-12,Gamma Solutions,IL,Smart Thermostat,Smart Home,3,79.49,Organic Search,5
ORD-1454,2023-09-02,Epsilon Global,CA,Smartwatch,Wearables,7,85.29,Referral,5
ORD-1455,2024-01-02,Iota Innovations,IL,Smartwatch,Wearables,6,477.32,Organic Search,4
ORD-1456,2023-07-15,Epsilon Global,IL,AI Voice Assistant,Smart Home,8,401.13,Social Media,5
ORD-1457,2024-02-06,Epsilon Global,NY,Noise-Cancelling Earbuds,Accessories,5,324.83,Google Ads,5
ORD-1458,2024-06-08,Kappa Logistics,CA,Portable Power Bank,Accessories,3,101.45,Email Campaign,5
ORD-1459,2023-09-15,Beta Industries,OH,AI Voice Assistant,Smart Home,2,305.85,Google Ads,5
ORD-1460,2023-05-20,Gamma Solutions,TX,Robotic Vacuum,Smart Home,9,280.51,Organic Search,4
ORD-1461,2023-02-25,Beta Industries,PA,Smart Thermostat,Smart Home,4,452.19,Social Media,4
ORD-1462,2024-10-29,Iota Innovations,FL,Smartwatch,Wearables,2,490.86,Organic Search,3
ORD-1463,2024-11-26,Gamma Solutions,CA,Fitness Tracker,Wearables,5,156.42,Google Ads,3
ORD-1464,2024-10-26,Zeta Services,OH,Smartwatch,Wearables,3,347.79,Organic Search,3
ORD-1465,2023-12-02,Omega Holdings,NY,AI Voice Assistant,Smart Home,4,154.8,Organic Search,3
ORD-1466,2024-09-20,Zeta Services,NY,Smartwatch,Wearables,7,321.18,Social Media,5
ORD-1467,2023-12-18,Beta Industries,OH,Fitness Tracker,Wearables,9,428.22,Organic Search,5
ORD-1468,2023-04-10,Epsilon Global,OH,AI Voice Assistant,Smart Home,1,245.4,Referral,5
ORD-1469,2023-03-16,Omega Holdings,CA,Smartwatch,Wearables,7,499.06,Referral,4
ORD-1470,2023-03-16,Epsilon Global,GA,Robotic Vacuum,Smart Home,1,216.98,Referral,5
ORD-1471,2023-07-08,Omega Holdings,TX,AR Glasses,Wearables,1,183.93,Email Campaign,4
ORD-1472,2024-08-07,Theta Digital,GA,Smartwatch,Wearables,9,322.03,Referral,5
ORD-1473,2024-06-01,Kappa Logistics,FL,Smartwatch,Wearables,6,458.47,Google Ads,3
ORD-1474,2023-05-17,Kappa Logistics,CA,Smartwatch,Wearables,5,389.48,Email Campaign,4
ORD-1475,2023-12-13,Omega Holdings,PA,Smart Thermostat,Smart Home,7,153.23,Email Campaign,4
ORD-1476,2023-09-06,Omega Holdings,OH,Portable Power Bank,Accessories,9,119.78,Organic Search,5
ORD-1477,2023-09-08,Theta Digital,FL,AI Voice Assistant,Smart Home,5,454.71,Google Ads,5
ORD-1478,2024-08-22,Iota Innovations,CA,Robotic Vacuum,Smart Home,3,436.6,Referral,3
ORD-1479,2023-09-15,Epsilon Global,OH,Portable Power Bank,Accessories,7,334.14,Email Campaign,3
ORD-1480,2024-06-11,Epsilon Global,CA,Portable Power Bank,Accessories,9,400.05,Referral,3
ORD-1481,2023-01-21,Kappa Logistics,FL,Robotic Vacuum,Smart Home,3,381.31,Email Campaign,4
ORD-1482,2023-05-18,Omega Holdings,CA,Robotic Vacuum,Smart Home,4,361.49,Referral,5
ORD-1483,2023-09-17,Iota Innovations,NY,Fitness Tracker,Wearables,4,499.26,Social Media,3
ORD-1484,2024-05-14,Zeta Services,OH,Wireless Charger,Accessories,1,496.29,Email Campaign,5
ORD-1485,2023-12-05,Alpha Corp,IL,Robotic Vacuum,Smart Home,8,415.39,Email Campaign,4
ORD-1486,2024-12-18,Theta Digital,PA,Fitness Tracker,Wearables,7,42.62,Referral,4
ORD-1487,2023-04-28,Zeta Services,TX,Noise-Cancelling Earbuds,Accessories,9,279.57,Google Ads,4
ORD-1488,2023-11-04,Alpha Corp,NY,Wireless Charger,Accessories,4,396.13,Social Media,3
ORD-1489,2023-12-19,Beta Industries,IL,Robotic Vacuum,Smart Home,3,63.53,Organic Search,5
ORD-1490,2024-01-10,Omega Holdings,GA,Noise-Cancelling Earbuds,Accessories,3,356.86,Social Media,4
ORD-1491,2024-04-24,Omega Holdings,IL,AR Glasses,Wearables,9,213.31,Social Media,3
ORD-1492,2024-07-30,Beta Industries,CA,Smart Thermostat,Smart Home,2,436.2,Organic Search,3
ORD-1493,2023-04-05,Gamma Solutions,IL,Robotic Vacuum,Smart Home,4,245.77,Email Campaign,4
ORD-1494,2024-03-01,Alpha Corp,OH,Smart Thermostat,Smart Home,6,383.79,Organic Search,3
ORD-1495,2023-11-30,Theta Digital,TX,Smartwatch,Wearables,1,445.84,Google Ads,5
ORD-1496,2023-07-22,Alpha Corp,CA,Wireless Charger,Accessories,4,470.79,Referral,5
ORD-1497,2024-10-31,Beta Industries,NY,Robotic Vacuum,Smart Home,3,399.04,Email Campaign,5
ORD-1498,2024-10-22,Omega Holdings,TX,AI Voice Assistant,Smart Home,4,253.86,Social Media,3
ORD-1499,2024-06-02,Delta Tech,FL,Smartwatch,Wearables,3,437.7,Social Media,5
ORD-1500,2024-02-07,Alpha Corp,CA,Noise-Cancelling Earbuds,Accessories,5,130.6,Social Media,3
